x_train_0,x_train_1,x_train_2,x_train_3,x_train_4,y_train
0.040015404304654,0.05350131458072329,0.17654864104470774,0.36234261138582025,0.5606097957972738,1.0161635308174282
0.05350131458072329,0.17654864104470774,0.36234261138582025,0.5606097957972738,1.0161635308174282,1.0588109968621322
0.17654864104470774,0.36234261138582025,0.5606097957972738,1.0161635308174282,1.0588109968621322,0.9622989820992766
0.36234261138582025,0.5606097957972738,1.0161635308174282,1.0588109968621322,0.9622989820992766,0.6343305092617588
0.5606097957972738,1.0161635308174282,1.0588109968621322,0.9622989820992766,0.6343305092617588,-0.06200175533789672
1.0161635308174282,1.0588109968621322,0.9622989820992766,0.6343305092617588,-0.06200175533789672,-0.5144668384008756
1.0588109968621322,0.9622989820992766,0.6343305092617588,-0.06200175533789672,-0.5144668384008756,-0.9032912760106614
0.9622989820992766,0.6343305092617588,-0.06200175533789672,-0.5144668384008756,-0.9032912760106614,-0.3861809297741937
0.6343305092617588,-0.06200175533789672,-0.5144668384008756,-0.9032912760106614,-0.3861809297741937,0.5342453822518078
-0.06200175533789672,-0.5144668384008756,-0.9032912760106614,-0.3861809297741937,0.5342453822518078,1.0180557527578509
-0.5144668384008756,-0.9032912760106614,-0.3861809297741937,0.5342453822518078,1.0180557527578509,0.38843988168809496
-0.9032912760106614,-0.3861809297741937,0.5342453822518078,1.0180557527578509,0.38843988168809496,-0.6353249511540002
-0.3861809297741937,0.5342453822518078,1.0180557527578509,0.38843988168809496,-0.6353249511540002,-0.8702886505359779
0.5342453822518078,1.0180557527578509,0.38843988168809496,-0.6353249511540002,-0.8702886505359779,0.5542313720828632
1.0180557527578509,0.38843988168809496,-0.6353249511540002,-0.8702886505359779,0.5542313720828632,0.9165156837554869
0.38843988168809496,-0.6353249511540002,-0.8702886505359779,0.5542313720828632,0.9165156837554869,-0.11856319369366863
-0.6353249511540002,-0.8702886505359779,0.5542313720828632,0.9165156837554869,-0.11856319369366863,-1.0191227090318302
-0.8702886505359779,0.5542313720828632,0.9165156837554869,-0.11856319369366863,-1.0191227090318302,0.484378294249078
0.5542313720828632,0.9165156837554869,-0.11856319369366863,-1.0191227090318302,0.484378294249078,0.9086594737708706
0.9165156837554869,-0.11856319369366863,-1.0191227090318302,0.484378294249078,0.9086594737708706,-0.8576729200076335
-0.11856319369366863,-1.0191227090318302,0.484378294249078,0.9086594737708706,-0.8576729200076335,0.012465397119376831
-1.0191227090318302,0.484378294249078,0.9086594737708706,-0.8576729200076335,0.012465397119376831,0.9991753825587859
0.484378294249078,0.9086594737708706,-0.8576729200076335,0.012465397119376831,0.9991753825587859,-0.7512383057659016
